user,XRD_Volume,swaps
rdx1qspxd9j52a0pqdlyu4txx2vh26anr97x3rgg79ggglsyl4yl0uemlzsd8guv2,311.572867214398851613,2
rdx1qsp28pzgvd5tv6met0vd4c6yh2ytkldt4dru9qjaeh7m4397nkr9s5q7kumzl,311.213237902181079492,1
rdx1qspzrwlhxafy92yav50zd9an2ua9sshm94syuywgwx0cdyf0gw8r5fgyvkuqe,311.124378086692293135,3
rdx1qsplmk8xsx3kee9rdcamkq42q9d40n87sz8gys0jzq8wj4fmzajec6q4rnyk3,311.092945350086366828,1
rdx1qspry5qsynxr99tam37yv4j60vgmqv08e7qrvlxlysq7ceuxvq09j0cfes3y2,311.049746725979827760,14
rdx1qsppnmptpsxmvhxr2577da7v4aw54rjjj89mz4hswjdrhy08yudxrusyc370d,310.907676105865045083,1
rdx1qspprkusghhlxcq2s7k0rkkdhcfm7wtx9j0dt7rfq3jwg8ck7uzapcqmdzepp,310.689854060048723231,2
rdx1qspm57sehzl34xa7hfv87r3jtay4nn4wcwzx2q7kmw9dx6jxad4zdhg9tnwgj,310.619556031824732198,3
rdx1qspwhdc57c7gpw3yreqchzj9ejnjef5fw5l9ssflpz2v68mgn38z30c24xq64,310.586314433450083312,2
rdx1qspfujgfemqeanrgs6d6ua7ctr7sh3mzsxlkr8qn6uh45zn75fetxmc4x0zez,310.490921109922683934,1
rdx1qspuunafdkdmg993x9jhazer4f0v24z8q2esljjy9a6acxaegutnscsv5y0yg,310.193716293233986582,4
rdx1qspnqzy5na7qszfsxytuawu7afcavnpdyg3z33gsl90lw8jkcjeyztqjxg2rd,309.462202265268878182,1
rdx1qspxvx6e5w4tj76aqdx4zwc0ruuz2fktmg7kvr4pnlxgzsvtws3c9rgrxpsrn,309.227518403005608405,3
rdx1qsp8nkfhvmkml7xv3mz8nuvsakvyxt74e2kjax456tpq97fpupym95ckhgtfz,308.783616691294772057,3
rdx1qsppv2j2s9lpn2v0ntvc8h3830hp36feh5ayl8zegfqme9yyjwsgqvsl2wuce,308.640873904247235429,1
rdx1qspp4cz0ypvnu3g3w8e3u53ze6twzhxm8264cf226nh4njlpzr5h06gudh8lm,308.499720698132022534,1
rdx1qspp55eytfh9duql5qrdytcvz3hsmqa9qxjl6rpt8ce0tyx8sa3lgzga77yz5,308.055213483847072527,2
rdx1qsp72y30ycy3yztxjppplx5g5ynlh2aauvn54l7umvg8dg3usjlm9ksmn3egh,308.050551689686830557,1
rdx1qsp43srhdlw5rx7n36vjc35nwg4jfj0vx05yg9pvztczy3ckg6ejaesmcsdak,308.025302052718486407,2
rdx1qsptfnspqegzzeskt5nfg099r3c8fsdltrlxghyuv4t8ka8lyls5vhgckj0uw,307.744456178133046066,2
rdx1qsp3ccw5yq2lnash459f2awlvwvf58j0eml83r2nx58tnmh7pjngd3szhdsh7,307.667434930963650977,2
rdx1qsp6x90hazfk0rj49lgwh38xmya28ek7rkmcacwfyf4y0qwkdapdmuq44x0tx,307.426381612111071546,10
rdx1qspm538849wtwls5d2zwlsrv5amrkwyuqq4n63qaffpn3vcamwu2n7gvhpj0g,307.355321403530883939,3
rdx1qspc6yjttzhvlg8ml94vw0sfpk397wcy5xpwshmruqp9t7t87adlsac9jzg47,307.056882290059839530,1
rdx1qspcl02z5ns089ug3gffu6lrls5jq6e4m0lr3cr0xm9gkuu7442u78ghqaw4d,306.978486249174064083,5
rdx1qsp07jhh739df7l3ey4djwme720k7464s4c9wcd3aq5wxqk7f6cg66cjjcccy,306.899305029956190696,2
rdx1qspdy3ajafenlrxj48ssx8c0xm36525dspdjkexgu58av3w79zjn7jqgdmwvm,306.728442314011828796,3
rdx1qsphwlk3tpdkftz2sf6v6tc5z89gh0sveyszvgylt76tpefs6prpw4c6csrgv,306.604977444004366174,1
rdx1qspt3kt4g550cgmdazyycjkdgse7qu48n6r8acpzxfdadudm2mnt63c46pe6k,306.528250377453925981,3
rdx1qspaayjnpah3xgl8fy500kqqxy7j53k22ledst08tkwlz30z0hzz6lg5v3s8p,306.472604017889530695,1
rdx1qsp97q93enpqthnwnwxlhcd2hdk2mjqae92nzr3d9tgtau6quqawmystm2z93,306.393931600134739656,2
rdx1qspgzwwm92374htn27wjhrvywtqaqmduphpkwgdylv2rf04uymr0jmgmctjqd,306.179668220598922415,3
rdx1qsp7x9nyfaarcj7735rt9pytk9q6u4vd75ftpq9r2ar4ffy3dvhty5csf6k34,306.064081837556211975,2
rdx1qspknd99z9jwfm3zea208kz8gztslzh265gek8jh6s5ehvlse8vxc8qtsgcsd,305.004509669692099065,7
rdx1qspwqaqr2x750l4skhf9ryqmz8y3a23fgmuv6zd2e77zx2jkyfvt5nq7jpgsq,305.000000000000000000,1
rdx1qsprxq3p4pezq7v0pa8y73zqx3tsfwjxxt7ame4egf5f0vw5280l3zgg6k4an,304.882868889210947686,2
rdx1qspcw6hg5eker6hzner8qy9lj242wf9nmc28kjdn50naxg550rmej9qqg2yp3,304.396900253920816800,5
rdx1qspj0umnh03d6x6a082784eqs9t479ma0rj06yq477ju6xpzzn7k2xccwrxuw,304.171626324871214797,2
rdx1qspddres56e2xtc8t5fmj4jl47aw5ejhv7kup7uwu09vrtpp9v0m8yqhw4v9u,303.881014887711345328,4
rdx1qsphqywe3cr884hudu92vgcx5mqxm9fm6j05l76spn5yfdnlxxl6n0gvs2ey2,303.781557153162461922,1
rdx1qsp4pa9mjmhfa2dye35ww6z7hchzjet3p55jk2v2hrrtc25pus70jsc87phfy,303.651289571625567222,6
rdx1qsp5f5qkgjwqe9s9g4v7npx5neejyy573jq00a2hrqeu58adk59ypnq57xvg0,303.640161728630585963,16
rdx1qspaugt6d05vjakx9wffzryy932qmggqjvhqcfm9yqul03f6zt882ecd24uw2,303.618769244847757185,1
rdx1qspalfu42wecx0xx5y6lxp7ppjlz0usenn7w79z88645r035jkrpepgjc3d40,303.503856514465521891,2
rdx1qsp0w8wlzhaznrwhejtmudz3jhs4htkpgdyw2q3h9zkg2ge0fyzajwgl4hps6,301.816666666666666665,3
rdx1qsp3n54040c3w59puneut0ruwdzus8l0nl9xcutxj6ejl5rmfdud6tsaewhch,301.716161616161613716,2
rdx1qsp320jttfr5w6jf5nh8upz3f9gxyvrllvwsjdnttrxtskfd0nsvs7chc7pq0,301.711811103567052335,4
rdx1qspjwll60htkpkde5dlr5ndg2dzystfc094mk64phxnynvk2k0rhr0gm2t8m4,301.680508696030629475,1
rdx1qspxwjch8lfwear6m980tgrghm572k0h7na0xjt70w2mraz6993l8uqmh2y5u,300.591833517461041050,3
rdx1qsp7ypt4jaljxjmxmd70xnweg9lgwck3c87m3ac97q2ruujtsdkgflcxncspr,300.493002788975933915,2
rdx1qsptpn9t0tjcc0kr0jtzwkmeex8ygzz8pf80648w4ngyag3lhxgmqdgc2p98t,300.070641650554909450,2
rdx1qspr5a63qty40d42zwv8qv0s7taefznn669mx6h6g33cz654r2tm5ccycr6l2,300.000000000000000000,2
rdx1qsprzqeytnq82zjm7ameh4a75cs6ssdflpzvgm9dxvp9klm42me60yqkckhpj,300.000000000000000000,2
rdx1qsp0h07mestd624hr3ufqy8vtww94dkdgx3estd59rcmux84cc3nxhcvpkyeu,300.000000000000000000,3
rdx1qsp55765qaxj960hp3e25hudt7atncgsn7w2qjvzzxm6rpyvm7hgcpgqnengj,300.000000000000000000,4
rdx1qspx66tsmc0rzeyf8xkgk2r7cqtcqstngl9jfmf8ff8j6gt78l969xcp26c8m,300.000000000000000000,3
rdx1qspzt43mskceqegt4lfuqwe6dqp30m9ffx5uunh38nk56w4jfzssumcqc6snc,300.000000000000000000,3
rdx1qspmfgr2tt3rpc2r3em66dmyrus7rug03wyv5tqvhglsdjwufe98ejq28ss7j,300.000000000000000000,1
rdx1qspw8hgk8u8h86ug29tnp99sumys76fnk07jm66cmz9l7q7533purqg5rtpus,299.032948423299875070,1
rdx1qsppu4p3992ytjck02ff9fw23eg39qum77deymlz09y50w8hgsxx6us3elgk3,298.854561041752538531,6
rdx1qspewhxf95nhnnh43u3wzeahk756fmejh4q8dw5xxr2kh0943xnmhhcslnvy5,298.524229780365549962,1
rdx1qsp293j6vtdsrh5xw2rpjqlxcjw94tzeddwcj5f2jwrkdtjc62tptkcl3edfu,298.500142983067388978,1
rdx1qspmv9ayr4n5ll9y7mnhhx4f5nc0aq94mz576j59r9w7v6ywktd9m9cvua02x,298.120282514304123890,1
rdx1qsp0han9xsv6fvpvqgcxf845z4yltjlhf2nymurz7wcv7ecauq0cw0qpqtu7l,298.116008573738517002,2
rdx1qsp6c4424argcrt3ssz87y2jpe7acjaqwnuaaav42m0n5c6wl8m0jlqn34znh,298.016053195515773763,2
rdx1qspqnpdaxdgznn0qqrlexkzp0nxn54vx0cp5twwe9g54m7m9edshggsenuhz9,297.962769176523605451,2
rdx1qspgdmreut4kqkuatu2yc0skugdfsfx066gutvnhtn7l4y80r9lsh6cx6xgln,297.740198565187412883,4
rdx1qspnczhzqv8zs9gyrueeuvkhg3q5wle3cakec2jc9y3nqpzxsfx0xag65rhgx,297.511484685470398077,1
rdx1qspnptc53rfj2gwngwmvtwk2k22zddc2kvurq4ntrzt3lqhjek4v2fgu5zgup,297.342891173109359137,3
rdx1qspuf6rn5mcmlrjf9e2dqapk2vl4ujmav27dczshcm6kntfsnshw4ggrazuvp,297.276197411940525276,1
rdx1qspv2uutyf6nhk5k8plhn7neywnfrgt5pyw878f4yaqg5fr0jl895jsk6465c,297.274655589143692185,4
rdx1qsps79tua6qvch3m5qmvcrd9x5mx9laavx7j02pfpaaamd8wqc6arcq6uex38,297.092453614406094436,2
rdx1qsppzucf4w3gt6rkplc439z7tj7s9anwadg9gvhcw3yhpgptmqrxr0gpljyje,296.948311127707152602,2
rdx1qsp398rtnjy8828hzydr3sykrcukyhwq4ujpkavwphphwdel0yqq7vgr2sal7,295.827802994635056281,2
rdx1qsp3w8xc0h5p4ashpev585y09305dey2vll7strpz2z0v4ga35x4q5gns4vuw,295.451301470305376744,3
rdx1qspkl8p37lk5zcl75rkd6l4tctvkxs9jsnux08reu4g7g242k988tccqn75sw,295.290309594529304458,5
rdx1qspmaceer2u3tr0nj5zhkhde0vrk0jxvt4lc5j75xa5745q9qetnuysadt63m,295.261698484771279170,2
rdx1qspw8fqh2taszezdw8gnjg6z3mfjq53wtgumj0ayl86qfscqgfktwks32va0n,294.911004800913328779,4
rdx1qspapzl4vwc8u0nyclgm8svkvv88zemdj8ufuugxx44e936su0yel8q0rckn7,294.908814738951292762,2
rdx1qspvr2y5hg0e5lq2xjdv2eqtdk50wp3a3a3kcqkwlacl2cut8nvs7gs2z4n3n,294.847978315162593427,1
rdx1qsp0jzwm20gf08736ejry7ljj5qyfy4gwumzr844dnn3cp8974lawksle25q3,294.694679611012913429,1
rdx1qspuxnahjjcv9lfjmn95qchcu94yqyetm4dlzhh3ja5ml2sulgzuwrquxg8jx,294.611632380223632827,2
rdx1qspgfg0uhtjgudxwaf3g3tvujwn72jjr48npth50zlv727plakp606ggpkh5h,294.567880337478480689,2
rdx1qspv6dncu9gdmhcx52dtphqwwmwwauqykgc42ejpusv9nyqxr25a23qyv4pa8,294.466555459641682760,2
rdx1qsplgjrr5uslswlpqq4fp333z8fgk9ljqjxf6sz6qcvl5q90f7dnfcgqs8779,294.394909278568943463,1
rdx1qspdudapzezx6s7h68krh0dylerwggjsxq5jd0r2ayc9qzq6kv7kxmg2lr80p,294.104409395612220426,5
rdx1qspn6m0h0vefj6n8eszmjj8lysda84jmekv2a0e8mdzuje3nesjxzngjckg78,294.027732919299558552,5
rdx1qspj4kad4j4j6w6pm4raw8m7zwpqgg35t6ukdv9mh49gmmsdy9wt4kcvzg2s2,294.022984955584944863,2
rdx1qsp2n6q5ydqkkfmz570qthpv0av8fqs3erjdn3spuw9axc4w76gvysgptvlvn,293.899544622189878598,3
rdx1qsp75cdgl2mwdum2e4qd33n6kej6e7gxh2a9sywhrg0y00zre4qrshqr7kf4t,293.559046568281692286,3
rdx1qsp3r9jj2c7g5njwe4kgyual6djxtrtz0hgy5ajfmudcchwxdqukyqsdhdnvg,293.480424342164558169,13
rdx1qspky3gaf9yp55vkqyjyl6ucyv4ray2v43z47xc6zp7jtgs7a5sjt3grcqwjh,293.266913545330791896,3
rdx1qsp0vnvt76pd2lrma99d7d6wegacrc9ynjdzuhpgteelhqvhv0lawuszx0guc,293.156651671857050120,1
rdx1qspy0eadx78ygmnm6c227lwp3cft6xujzr020x2gcc3tayhrlywjwlq6j54jw,292.574668278658695724,2
rdx1qspc4l4ckr79qhcylm5qy6heghq6lxcw0h4k453ecdz72uq7q32z50qemgfmn,292.384764835025373990,9
rdx1qspe5q72kjrenj5zxkhm3p7as6zd9fm74y0yjae4xkdecxv05uetfucxusf2t,291.367804706229936719,1
rdx1qspjrw85n9v5lu7xhvafk6v4yv769jjywpnjeuy377a06urzwqzck9sjy8l85,291.176543826372413420,5
rdx1qspmrp8jugv2vnextkvcnrjqhds0n5zxftljy7skenmtg7uu03azjys6jzzxa,291.068742621227275598,2
rdx1qspp9lfent34knsc5np8ma5awucg4ahdy9myud2upnhwefqj6e8l3qsccdzmt,290.857399698600053476,3
rdx1qspgw7sdsn7rg8f8zded0fheaq8f3rggh4m6p8cq3huncmztsrzmungvgw2vj,289.864032017312800268,1
rdx1qspg6xvrlfujyzkd08wtjhtp4lhv6e6vcp7xg7tznq5hcc04h49n2kgha5mw2,289.595440001217887951,2
rdx1qsphr9h0qkrl4qqlsutq3lnj2e9umn5semqpz4yfq0mqnughggpr7acuu67x6,289.509525920277926131,4
rdx1qsp4mu26f3q6hdq99gc385w4k62n78cmgq2uvav6gmqkgx87yd27yggmtw7ud,289.235034389952070519,2
rdx1qsp9y8xh6gq3tnadf955epuycdrz48kuhzulteq2h6gm2edwdavr89qfsvul9,289.033505711781486017,1
rdx1qsp394hjcyryw0nw4f6lduf3caempvjlzvhpaweynwkendmey0rgc4cpau7u6,288.948749433272318286,2
rdx1qsp675hg8cmerxd9ne5c84rn4vp6z9r4dt9zs42ch34c2qqg9n7wg9gjzj0ys,288.775979820663264234,6
rdx1qspyqxaqcarkgx40zsenkq3h3kv8wgzdc5tkjfu0yztcpgrudyuqkfsspf3hn,288.632476506134775552,1
rdx1qspqhckyvzthsap9sezf8qp687leelwpgw6lvle3ft9vwdrgnhdz3cg68pfn0,288.575210962122789275,1
rdx1qspkvxach36adkxdk6f9e5v69ddlt3jv20zlh2wuq68pyuyv6pp8ulcea8uqa,288.560928053763262854,2
rdx1qspahwft6v2few93d42tnwtd3sxz5x0jl2ugyhvza7nc9f722sv62mgp5zt3g,288.149809483794262126,2
rdx1qsp5n8sjjk6uqml3487ra59w02ppmmf6w3s4rytym4zq0tns6cmwmksazk2ce,288.111434579670457390,2
rdx1qspt8ayejpcmtz0asctuwtjdrgqt4r7ld0hpmu0zlrkhq9tnx5nqmcs0ech9d,287.382080002059848258,2
rdx1qspfsjqtcvfcjweesjzjax2f5685nh7k0rjz0wr07x7eml79kezn8qgjqq4ee,287.193536189029303957,1
rdx1qspl8azvn6qw9nkurg5sjcc68t023pnwuvsc0a6dpyfrsu6ekrlndgsfpmw2n,287.192532000000000000,1
rdx1qspvckk4wh2g7tmvm5lvzdlyhfln4zy7n3l3858mf3ve3l027n5phvck8tflc,287.172521826501904984,2
rdx1qsprhrv7d00tty3vdd3w63jczhu2s5vkqctcy6wg75l8vdtpk6hje4sla2fmp,287.162017366997944110,2
rdx1qspj69823hw3253d5gngvmmu4vucm8g0asr359gvx3fcwt3k7z9gy0sf4jjcv,286.950719294836403035,2
rdx1qspe2plep20mjczcxc2rq5fz6nfpms3mv9rae4cgtcrfeawp00vj85cmjytwt,286.930886688724285890,1
rdx1qspw6hpls65qqqp7ztk8t4f3fgpxwyexfwcyak5qsxa7vpxprm4ykyqlm9smn,286.826378078312353130,3
rdx1qspusykvuyjkml66rvevu8dftcmzxqj3567pg9qfkl3yju5l9qqq4lga09vm2,286.595154134288647672,2
rdx1qspr6p83ezqs30cgrwpl6mjjhp3sksnq3k9xu5den3uy06836c73y3sza38ns,286.493196998100779349,1
rdx1qspjak502yw935gft4atv03ym38yxy5s5ycurm5jflvele0kmp6c70gfp3ssy,285.954009339523365850,1
rdx1qspzmjswhttthyf0a46tey926jvjymrsxw3ng6ss763hj20w69mn6yq5g7xlt,285.520563372929144889,2
rdx1qspctltsphq3tjqrqr47pm4zlaytz935um3z0uvhrxlev37y57p3ljcmf4kd7,285.437039245143293729,1
rdx1qsphpj0x7d5u284s9qc45zne92megngg3zff6m7h4gdf5wxnykjx5eg0hwdnh,285.420396323408998055,9
rdx1qsp09qke2wjkp0s720h2efh97ey68hsg8fmqx4azrjlkcgdezx8gssqzh62jc,285.205598150251465277,3
rdx1qspjksj02hs76j800u3tspzfdhsyw40r9slfeancvcpwq4tvalc2aws5yyjpw,285.055918633893702552,2
rdx1qsplxqsyehtrxuyqgq7rphdjer7e6ltg75jzr70wjh820727cl5rjesewn9ft,284.831371133113330296,1
rdx1qsphkwmqkj9f04dng3t7537556pzucpfuk8uxxvgjeu83xc3k2yzztqs9qqle,284.724434092601697356,4
rdx1qspqmrmkhxv357zn4zz0n5gcp260guvkdwshalgdggc7gpdlgmlz6ecl0q5sd,284.380814600850733765,2
rdx1qspd08k2gn5cqpqfj4gc0ytha3rr0hcq9nsnkl7dl4wjm0lgnej957q96nns4,283.956942173975450735,1
rdx1qsp98ku4dnnf8zfzwavfy0msx4vcjdj6f97qstc433rnttl6g5jseng5m23hs,283.776930343434042339,2
rdx1qsp2n99lrd3g6yty3v9665usauagdakgxaz2h6atfh58dp0uwuwrt4qz7dlw9,283.775830797503279565,2
rdx1qspfg34emk0f0ewmla50ds82yqp407hcvtn3ve3dll46kave532pmpsl9r9zg,283.742237375396700545,6
rdx1qsp6zdnyqpa2wdn4s7zdq7fj2pgh6platxa3faep020lf7w98ctwkksr0vp5m,283.539078388276746276,1
rdx1qspwzhppkdxcfxfaxlaltxgu03ujs4cdkz2cunvuzmp5yl2cy787ljg0vyfue,283.301428996030421411,1
rdx1qsprw3m0qphaz5kg6e0uflp2jlt2jyxdm7anvdhg20q73fg4zrzatfq8jkf4h,283.196053195010646985,1
rdx1qspq6fzeygup9aj56fnu8rhgxhrf8yldzs64jacdndpgts32c7zls5gw5gm6l,282.867926986333453845,5
rdx1qspf7kmpj6g6a3tp0np3wfmx0s9pcmv3y3ehnmsrusqykpwttv806kqghk6ez,282.719171272219269460,2
rdx1qsp0m7y7z5adagak0vlrxv6xn3f2muymm07df5yr48fq7f7fqahz0ds2dl8e9,282.520257222519722944,1
rdx1qspc8ku7dt5ek3pcygnjew0ygw26u5qhjunpj4gjdk4jakx0pqlehfgkffcye,282.502818656138134014,1
rdx1qspw8p67dd4x2c68myt5pw3qm3few97ajyg9g9pmgyvd9h3nvn765gcans3qq,282.501705917514207636,3
rdx1qsplx5ms8x77mru7zryzu7ct5dd7dq7cpvdlvsjasyqmgyhdg7g0sds08mcgg,282.441016191580872825,1
rdx1qspnt0tgqhnw4rcjwqr2n5uyqqg9getqamr5cw5y0zmt5dgxt5wp7fs3pu09g,282.140031395148204694,1
rdx1qsphpcvjlz69a7k840c9kjhv88kkcsaf2thssqyddhdtgmyeuwdfg3str87j3,281.972245266690000888,1
rdx1qspj0h6m6wlnfs0ux2wz58x5gzmmu70r0rchlzncxxgucnrfllp33rc6y0fu9,281.895990687307455794,2
rdx1qspgqwqtgfyxpv93uvsj67k3369ph85gnxt7qp9kvw0qu0sgdp7k23gy2xyx9,281.832092863432231352,2
rdx1qsprw58xyyvreg0enknmhzzp48l2nwnnsrf0yvkmvkpu5a02g65j6ggznxv8m,281.458464557365077228,2
rdx1qspt2uk3sd29ts7rkt0kfr34n2wzv9743gpce8f8y0x948g8xg9y0pg4pcgv4,281.361384916639246753,1
rdx1qspt5csf5cz99g75pat089lax2eyxmyq8xz2ramlurtx0sptjj68z8gjh63dy,281.236154077711310402,4
rdx1qspwuzywpns4hgec8l6zl05djvldg7zl7zlpr6lhmhpkx93e0mnpc0g9kewth,280.988065392761139244,1
rdx1qsptcgaruwj69pz2nkddtcgwnmlkdprg4dgdgr25k293jdvkez99rcsgyvjkl,280.640471067042536758,3
rdx1qspul44neaz63djm2z8ucz0uzkjcg85e2rr7jqu86zynzc4s8s8yr0q3hzdn3,280.112203117357688077,1
rdx1qsp2kjgqmv9sg8gcwza4uwp2hmjw6dlyaaqdgma2cpk5kzsvlq07c4qqxvffd,280.042164997733118303,2
rdx1qspphx4l7hza7des4ql08us3zn479d9nx9alzkxjpumeuj2ptmvc54qv9kngt,279.965032824451697658,9
rdx1qsptr43ep7wtajzhs73lxa97cjafh2pwk30wlvgpe5hjsc4emwdpqhg3ayq4p,279.780118838806337170,1
rdx1qspeh7s4vs57euetzupm67ejg7q30g9qddxw48xsw8qdhs3rxt6tk3qm7acse,279.593874453416834267,2
rdx1qsp9vzw0u8qfp8ye73c3vcxpqthp2p73zsjqkazrea6agt6w7e3hncg3fk8qq,279.401920804377807443,4
rdx1qspqv4tm55xul0xgp9h0tg49rvw7mne6t3ktc3l05u25ty6q38rq95g2a65ey,279.259144896029328960,1
rdx1qsp8hcj9vt35g57jz9t9j0cq9r2yazqehaf59hnek8dw9hjkaatgtcqr8y0n8,279.046595391850496759,1
rdx1qspem9gz87qrxlhtc3wzgw0m60t072sveyvagvdfqg7fv8pw4fzcurqnwgehz,278.983747534331128051,1
rdx1qsp783tuntqdvr6hu2dtuu2mz4qw7p3r2qfdcuur8678hkjrgd8kh3gkfc95z,277.693402223206052193,2
rdx1qspju5pw9lhpshelwutn28f5uv3a60h8lak4nhnksy4lrtwafqsf68qsqsw8z,277.184775255870404400,1
rdx1qsptvqnfm0n6755mj7lf0vj8y0c0hwz7urqhzemgqh7cks3qdp0ftlg5nd54l,277.183873128498181281,6
rdx1qsppjl45ue8kcnezayly8xjd2yhh6np8l9w50tvhkv3zw9ancxg5rxslqa7q0,277.081432691339294564,1
rdx1qsph0hjwjay6l4qnlm3sukwep8cutmv22detnutzszrl7vplr7pt2mcmg60ld,276.704867636786637157,2
rdx1qspclv2hxmkvj9vk8zhh35046fc4r8n03hvw4h3vwcl0gjg8y4wkjaq9hge3y,276.653360941934480427,3
rdx1qsp6wqf0yu0znxmp7jus3kpq32f98uhgxgh8hfxj7un8qdddw03ffhspkyc8k,276.605496432676351374,4
rdx1qspav0jtl6herqt0qhz6lhyz4pf7zvn8hsfzxqjr3j54edyt9wyyp9cx7cwru,276.395732054152853768,1
rdx1qsp88m8lf0t2tw4p9w4rue92pgu8jk330t9ssk6ejhq8mnxuxcp8zjsyvyy8z,276.299374961126663853,1
rdx1qspeapglewn0gtregfzt70f3dnr3d6szn5puxn98zz5qs8zwk2puzqqvxym8u,276.259722784207936200,2
rdx1qspg9jj6ysfpze2ney2vwjef9wv0rx7vaaevd9ruuktll7uzxnpejrqtrtq97,276.174013316908492495,1
rdx1qspu75udlap2gscte5xz8z9frxrj5uxftpl4y5u6wvfkx02gfnnxk7q6vck70,275.813064369257989787,1
rdx1qsp3lpcz50un7sgtyaypdr0780z0xwe2natnxnuag44074jy45kzmkc8g3rje,275.800134279089651502,2
rdx1qspv8ggpk4tzncgwg9zkduqpsufrwsl7u0zv55zct7ypj38zdvkkjasfv0v60,274.678580384723052359,3
rdx1qsplahs4z2rlnxry20hesyecq0qygydlx5xf5q9snr8smmq97gs0dcgnyxmsz,274.608426724466572619,2
rdx1qsppgn6qv7wmjg8wmxfx3tzlvra5n37gmqn5tctlr7575ezhhw2pdts5zeay0,274.540501832878996205,2
rdx1qsp2unq0haea5y3vfd54md7e4cwv0z4d420med2ey8z0chx2f0y7k7gwdnfqy,274.150587665150243267,2
rdx1qsp807mcmn3fkfj65nvqn50p6a73s4xsyngxlxj4f5uuqjak85gcykcz5lndr,274.098251593670535531,2
rdx1qspeugpv7us5z7q3jhgvrzw975xl0tyvk02rq08t0lk3gh2jcdrngmgg3znk8,273.353365624884566662,2
rdx1qsp9el97zk8cuprs66nc5t48d4th0ccxuda5ylur9jr7dsjspa823vqdq5t5p,273.280387593296558348,4
rdx1qsp3kkw9vy9q93nmc7ery82c7gn0hz9zjwcchtsv5l53w7lv9qxv9wqqqalce,273.142536525819680735,1
rdx1qspehjy7zkrs99gf3q4h9rhyplnmhlwcp0pp2h55wwq5lzwdvde7ygq3ypvl4,273.126761232111206797,1
rdx1qspax90u8wmxdayhk2e2rcth9uh5mk4s5jvs7aj4hek5e7xzja0cl0sxjud8y,272.922159781406017224,1
rdx1qspdeeg0hk8dpszn9hgwnke2apafwhvrv9ax9selnaneymq73fsk86qvu5eac,272.216688916988463509,3
rdx1qspahg3uf2hpdfezw2av3n62vtzwtuep6hsgnsjhahrsv8m2jsl0zcq9ehrk8,271.953062159222068346,4
rdx1qspv38j09kw4s3jp4gfj4w4gezm5qf330wh8vcvpx905e4sgla333nqhwf0ps,271.601923342974164264,1
rdx1qsp69waaqlj6yrtta06c55deq4srh76t7ludcvzhz4c4j2cmp0sfvus0mpjxd,271.335693395986797974,2
rdx1qsp9w7r2pvwkdw6q6vd6zex54cp9geppc7tgjtpmqeu89eh3f9v2d0s8yud8h,271.230014067478557588,1
rdx1qspevnk968aagqyu563jpk6nnejd22snpszwrwhpcl94k6yawyz49wcx88yfl,271.170034960591361001,2
rdx1qsp6m6nccy0qetqzfwne3nk9xa3zh2lzmvjnm4fwd05kstf0e85xp2qr260mt,271.148925040288011898,1
rdx1qsprw3q83afnaadxmwwkdwdrqxpk20uw2f2eemhssgmtkf9pqa78jyqcstusf,271.064757700233639256,1
rdx1qspsuym6448x4eqr6ll7wfel0d233629fv5zezyx07tmlj3r0hakgggfjnz0g,271.050321617387917334,2
rdx1qsp2wm5nyq625ggk0q2jptt9ygj7vlutj559ljv53jvj2zahp8j8yuqutlmu4,270.981508386478977881,2
rdx1qspknsp2y3a2nw6hffau9xa5j5sjprgl4gt9c9dy9euqf97puur2tucduwzr5,270.748535073027967689,2
rdx1qsppq4c2a66deprg70fyttschemresq0wp95j5j9vkzknsdullhggjcy520f8,270.581355474034571340,2
rdx1qspeveyzprrrsc2783y5j0w646vz87qrvkrt4z3uglw836p76rzngzsky2y2q,270.562002831459792870,1
rdx1qspu8d7wk9nccm8rmw4hqfh2f3qheqexrs7wv9xwm38mzghuq68jz6gqdm3nd,269.981887028276265597,2
rdx1qspu38hxj4a22fu4jwkn89p2lu8xwpgkh65rw37ugcxhkw9ak9gl8xs20rp49,269.859936433231728012,2
rdx1qsplz727p7xcrcdhkn93t3kaxppg6djmdwjmyreq4t9aw9pfc5rqzfck7zx07,269.829395847755518779,2
rdx1qspvsm8fe4h8c9tfzez86f82umjrj0w77ugpw3f2du35l3g46zsyqzg7svjws,269.681506076733460526,1
rdx1qsppsxxpz2m0qnqjfnhpas554ed6dsy46dmq20z2lpsse4m87krmjvssrcasu,269.658137009999385889,1
rdx1qspynpuppmjc9h5gqeumwkumh45z2nped0dgzpse7fkzz44tsnfndrc0wuna4,269.291346050572648290,3
rdx1qspywtcf9aalcqz5vkm6ts6r6ta0eeq0k6v84p2clngmclya8cenrwsa96g9n,269.281180921821631353,9
rdx1qsps9f80vkhn4c76pu0s20mws5wc6w0wftrqfpsaa7rqjztq5gtkjgc5p3frm,269.267015732457580284,2
rdx1qsp42scq7d5kn25jfmfmcqvtn5mtrqvuuy3ydctxft34kqhpu536plsj6q9v2,269.014386064332465821,5
rdx1qspkg0x02usplff84ckvz65qr3npu5fax4aa4l55x0cdzxg54pmr3usm44860,268.943261633854667275,1
rdx1qspp489a2amver5qxzvf7dmnqc6d3f5v7awklkqw0hwa4c2tj897s7g4gyeah,268.913163455967001324,1
