address,total_staked
rdx1qsp2za0xa4s0e70vkdlw930lzujqfw684cmlml567fvxkxdd0ms348q6fuy9y,64173.23944
rdx1qspcw0rjqcvxfe94mql80vrta93lz844hkkfet4dj4yplkry4n5kecgd9avtj,64107.91717
rdx1qsp0mhk9928cg7yrwfguygny83d64s0t6drhgutdhrgwxcjng9jjn2qg6wzwm,64079.9616
rdx1qspsl5fsvcs25w5s8gmkqtywmj60y2pt9v4ncft0ad25hfwdnzn5xdg9gvw7j,64014.42708
rdx1qspls7sklvk463a3dxluukaj0r4xxeww8rqycwml4egcy5mxzumr0lchp58lf,63784.67456
rdx1qspertgta0c2uvmcttpvsg6ec0y27u4tsw3lc0rej0rzgsrvu32qgngdrtlr6,63770.45245
rdx1qspspq0d0utk0gnsj54gg5h6s35h8tkupv0sj802ye5amknchyjwqmqf37d6e,63700.93835
rdx1qspgq40ca8valhzysx8h8kxzzuj3v54g0fz4ku96nzpc9l0p5c38dxq3zl2mk,63700
rdx1qspd8r2q4grp9uls5ll3zkydwlrqku29jxhea5npf9ctnd66u9c22yg4kegxc,63656.51172
rdx1qspsdu0y2vzlxq9u7xknq8mm4kh0sy2sq3m4aq69m6ch30334t9rp7sjuul7r,63636.99457
rdx1qspadt60hkvqqndyy97q75yndahxhhar6t6hr4xg2shtxna4ncpusys6e5arj,63635.95552
rdx1qspu04spzwfyue66f3p6kzg7v6x4j2cumldkync4cztjul4gfeyamqsjchzwd,63600
rdx1qsp22g65nr28mmz54edn0rye3wgp3ku0a3exr698fk6zsjepx7x02yqzvggk4,63556.82167
rdx1qspnf6jpgsgp2lk9zv0ccr6fzcwmlcuxgvflv9ky9wmmuvnkhnplwqqe8u7kp,63533.86978
rdx1qspavhhuretutkru4xdl64u7mu3vga8x2pstvej07jfuvncz6jcevzcs4xxax,63529.20497
rdx1qspwlqdd28mh3eaev3aard9k4k7r9pm6pn0ns06fxfw54yrsrhqtd2q9yfl3m,63338.4186
rdx1qsplph0d9w4l9pez6e9sf8dkgjhas4pe0akvvq069ustfhu0ncscpmsthe38a,63284.36089
rdx1qspar64rj5pg3lvazje5m3702tgsvtv95exqe7m86yhe67hhledktngmgdwzx,63250.45592
rdx1qsp4cjhhsnen8eg4p4sxw3vhdg7ymcq8ker8v08cusyalxydla7tjfgjx45my,63171.87052
rdx1qsphn6qadrklym3sjzseh9sp29hqdds4pl3sm2dmvvqprjknzvcwrysur9f0s,63166.01505
rdx1qsp6c9ne4f27hkumd0yc9c96mc2n005c0tfzlmdukeve9nla5ztee0qaznqfj,63110.92191
rdx1qspxqmkj444l56226f989f3xe8nqeu3zcsqht54yyrdssqdv46gektgz2mjwv,63091.8276
rdx1qspd3e7g5rg4qlq5czulakns0ycaylayml9mapw6sgwglz290zt97yssv0xet,63055.99298
rdx1qspt32fttjn60dqz2ezlcsm07v2qnvux7zv2dg7kx7qwxvvpxvsc60c64m392,63032.09937
rdx1qsp98g85a8evpmz0gsfgswt64e2hqegkc3st0yhf0fywpfnsgllkwhqsdunn9,62949.33109
rdx1qsp6egz9tt47j3435yu72x5dkj3e0hsfwtsmr64akn8p0gwdepthzcg5a9ej9,62895.19736
rdx1qsp3my8zphn6akmrcqfj9wvj4uxpy4v9tpusrqpy7axxa3vpynzsh5q33r650,62848.56805
rdx1qsppsx9yz2k965eeaevcppqxe73t9sh85guklas7r6c700la256mq9sr224cd,62795.03687
rdx1qsp4rd9u7lwq2gevrn78drul6trnw0vjwhpdfcp9sh8kerzs24zwzns5x4e9a,62613.66812
rdx1qspa80tjnnv4q45rexexp83g6jcgwgz49tmw2wrp6jsptf6x8z2sk6swj9sm2,62573.64054
rdx1qspprjfdpxukf9v48yr7jn2jugckehtdgdlvjctpv8ahz8rdjn8z39sa3epjf,62494.24218
rdx1qspn5rn3u8w8qw4z4j23jkw9a4s0jw4mtpwlnyfrvlkmuewk3r4tm2szhj4a0,62343.67349
rdx1qsp00w55euggc50t4sjh6whtggahyjf4hxkdgz7mnz8m7y9avv9vupqtj0x06,62332.42944
rdx1qspw0hkc6x565t4a50zvehj050xkxrmtsvexq9stduucz2w0gm4jr2gu2e9vq,62331.72847
rdx1qspe24qc9ymre05g7vukqejfx6ye7359rnhlmzd0qs9400fzznp370g0l72fk,62330.07355
rdx1qsp7hjp64jhwzgedrx8zly2lz8af2dxvdf9ztysvcf5wc0pl9rjllcq37t2kq,62175.61052
rdx1qsp3aq29aylsk6eurle5n9qx23cj72f3vw9k0whv6uuwg9f20utrl9q9mmq3h,62133.19722
rdx1qspxxz39u47qkj9d3cz6wsdyu78txhr4pkp6kteaqt9f7qhpgz46rlq8vqtd6,62103.42645
rdx1qsp3qv7g6ctwmhs8rkfezay4aq5jagvkvxgw3h5wefwpw4gu5nzzcuqp8jcez,62088.61618
rdx1qsp4xn2epgzvyp603np770j26d9zhzq8vfeurglplek9d3dda9wtgscvwdcnv,62034.82826
rdx1qspq55zedq7h8shrmv2h4sm9h0tfqcvtkemmdr0jn3k7vtkpwx23n2qnnzqe4,61997.07913
rdx1qspwjprrzhhgdk9t745nux96fd4yuzzt8fuusuw6tpat5dkd04de6hsxh5rm2,61993.01475
rdx1qsp905sfg3n8hv3nmw5f8x2mpp2cec3qwfnrwv55a9yucy6zpfts9jsdsm20r,61943.237
rdx1qspt3pg6q79ezwz4q9pqp278ycjf9eky4jlgeq5ss46rknpz8x9lhkqxtyg74,61860.86981
rdx1qsprp8x3lglwdsx4p6t87mf38akd0kfn4hmnk2cksc5lcs3eyr98nxchjkev8,61690.32571
rdx1qspyy8qtjzhym47k6x4yyez50let5d60u7ps9gu6npk09ltgwwkj5tqrsks8v,61590.52259
rdx1qsp9v7cgpx0hfqc2kmsryflyksp9mn2v0ha685csw508ulq0s5rqvkg8tulp5,61537.17624
rdx1qspkt4puzqr8k00cj6j9l5r0t3yjfwey7wz6ytzv3qgvlxjyt90209gdaf2l5,61516.54445
rdx1qsp5ztzvupp4kt3q3rg5j0lpsa9en76uxs9nuy90quv0j0a9xhca0fgwjydzp,61471.96233
rdx1qsp90pctyglhk2zlh53f4ks0v39u0q97zy6s88amw50tm2mexpuzkcs5t3stc,61456.25731
rdx1qspjmmf6xwytqy784lzcptwwe0fmjdcge54j9xek9qrvv4q7tqzd92gw6yx56,61401.30877
rdx1qsptqnyzra2cjjhzjz7ex5694eyxwmhmr5tyl4cjr0ql29sdfcf36eg0w72pm,61399.94321
rdx1qspur5gjups4tlczqfjenwhvvnjvlqtcz8ka7hk4tf4vnlyxpjgynscd89nrq,61381.88623
rdx1qspfqd94d2yleu4asg8f4lvd62t295plgf7krgpuf5650n8wlnhymhsp0zj8x,61306.80988
rdx1qsp7drgcs8kcxkuk376sv2ffkz8wv68gsxvuzpk6eyatpmjrn87aqtgdaf3ep,61247.09648
rdx1qspjexhgmntk4y4mqudl5tn9c2cv8ztgyh49ttuftlmvuq7spsdpsqgpfl8qu,61219.82454
rdx1qspfa7vjaxp6es0h2exphvw6zyyq0gadtvznh7lsun8zjt46zygwx0q3p7kwv,61211.52808
rdx1qsphf8f27kkmqq9ydcm22c843kmp3c03ucuyjq220svhq3g8syypjmq02t8s6,61190.15962
rdx1qsp6hh8m3gcr5kpgd35657uekkv5eclq6e2qvrntvr82jm7z5wddupsr53z6y,61160.00902
rdx1qspm9k69rel7s3xp2ekwl8hxvw4fzh6xe0uunwpdxvutl8np485mj7quzm7mp,61077.24855
rdx1qsp6tdgy7dt4yfj6thy95x85f37z7l7tr5uehx6rhhskcz5x9x5dweqm4kw9d,61013.99301
rdx1qsp0lpx3a7z6uxjftqjqpd8jg0lr03xy2f9v8eq5zmgnra2f9rcy7vquzxjvm,60951.84822
rdx1qspudekpyd6w8d5pv7gnvp4mfwn54247tc54cletrxl93jflmwl0ngsk5mhyk,60846.75213
rdx1qspx826758xxgexn7du07drwfp8u8czu9prlgu07r2ahgluwzw9ea8qjdzn8v,60826.95347
rdx1qspsznqmgsrnn0t4rk968celxtvg2p2cwgmxtwstghclxndncylsqkczns3x6,60818.21158
rdx1qsp5ygmmc8jfv7dkzyh4qpvvapzg4098nl2sphejxk3uz4f6vr5vkxg4mxsmu,60817.33037
rdx1qsp4fzg9uyrh547s27tvhj529ddht8lfujvs7ac5nlz4p0m8gc22j6cldl25q,60739.61374
rdx1qspfng32wrua4vqfj2ueangjjmk42dgy6ntyyvsjavv2pw92qg6g9yqv4r6dx,60725.25588
rdx1qsped3qvfz9d85rpjlu24c79jk49mwl0nt9sl98pkv6el9ydppqsaqgrt0q8d,60558.07301
rdx1qspypldgu7w9nuc75z87m5kyl0y5e7776apz8gnx48hrdu6mawfs37g4tguj6,60550.69609
rdx1qsptw5smme6k598evuqy3uet4a6gnpqv8cnkyr4trrrzzlpc93dl4uc77vwgg,60531.41268
rdx1qspq4wr7srlxfl4464sha4raaxqapulrd79pz7vysjl65zctp69wx7ca4u4ek,60460.26612
rdx1qspevjwhlzuc8zvujdzrduwgj5d0kfw8jl90c7lu8ccm5krqzqjvj4s33ncn5,60401.33461
rdx1qsp9qpr68j9mj3rl9g364tkmtxmgdgf59kvcurgac6nucp3pppggcgcwu6apq,60396.31202
rdx1qsppsxfklfeh45jlrjtq2w0wgrctukj9cwgg93038l5d9czt3c846mg0pstvu,60359.88957
rdx1qsp982p0jprz9sahmpsza4n74ndz7y8ws2snf6kgxaq5a7vxafn30qgt42pu7,60349.97347
rdx1qsp4txz97ux6jfl8ypuwe0xh5egyv5jefx22gyg5f0gs93yxx9kw8gchxprv8,60291.35741
rdx1qsppjnwqzew9lzag9s7hymy7veu5z37lp8xyj3gnxx6f8ycp8czpweg6kmdla,60279.52874
rdx1qspavanlsgpdku9djdzj4663leazm0gqefent0xhfaekspc6g2pgd0sstt58w,60250.68384
rdx1qsp4auq3ta3c0l30yzznle5zhm0594sdskqsdp5pcat87mee626prqqwv4m92,60233.31622
rdx1qspdg3jqzpsw0vrvkrnxyyg8r7ct2yevtgjftthl9hvcf9ja55r6t6qjgdehs,60230.13338
rdx1qsp797u3kzvfzz73nyuwq4p6npfyf2px3u0539fampnz8w6nl2v2lps785vrm,60134.055
rdx1qspjn9h5767pr33yj9prku58unfgr79g53g2yut874wmvnvc8l9ehvgsau284,60000
rdx1qspyxqrf3q5dng2r7cm0zh6tkajl6g3vyj88lasls7scp2hta5rftgg3h89jj,59974.40973
rdx1qspr6z04ykw4fcc6krgk5mkjc5p749eve5z8wcyahzxa80sny3u7mpgcq90wh,59971.09128
rdx1qsplsxll7zzv7xhq3ge7dzd77wyu7uxdpd2j98plxymhln0kv6ndekszmqezp,59933.61396
rdx1qspkktuatm0wg3anm63aqucr0rh6pwhc72mg88rrcvxrget55k8zungm3rne8,59915.3485
rdx1qsp4wsx0smvxcs5zr6sf34zu4nll8jv5ke6p4mzmmcnvrsye6cflaus38w0kr,59906.18418
rdx1qsp7kyj0d47hun38x7xvumsva7g4tefwgnah5503pgxzl85mg08q3tsgpsw7e,59858.64345
rdx1qsp4k5cgetqq7ac2ak3r5j3fccfq5hsmyvlsuhmj64djn32s3cs5ncc3fyjw4,59842.0379
rdx1qspvha5aycwxlp4t3ptryzla09vjf9vc8zy3mv0ttw7smzewzy0t58c2jgqd7,59838.48195
rdx1qspakuy8l29xewex554xjcnx5uuu8ke07vtala7nuyn4zy5hxwa43xc5fqfye,59782.95353
rdx1qspcjckdl9ljhs3dcf2hyl5kezqts0wgnkdzvzs5pezwz46hr4x7ezqa6ycpg,59488.06238
rdx1qsp2g5ycayz6jxsyrf8e8tca03knvkc657h5x5kg6v6pdu683mz7ymqhk6y2p,59415.34172
rdx1qsp90h8vkrsz32m0lr5f3ame2zpkdwjyvmuz7lvgrwfjckehluqdweq827eyx,59253.22752
rdx1qspehwpwgs83jzex9vlqmqfanppw4pe88uz4ppqyupetm2026r8v9csn7243g,59142.96133
rdx1qspwjsdzwlww2hrell4j4zyaprrhqq6lddw9qcnagy0nhrlpmxkm5jsatdtj6,59134.20143
rdx1qsp9lqhucqy37rwmwxh0g7j3jn48c75h0wscxhj85afdcy78hpqzlyq8shslt,59120.07386
rdx1qspvuyt4d6jaqmdekhu8h2wtkap9kratds4e92szwlss69h4stlpa7ge2nmm9,59111.27744
rdx1qspgexxqlztc22lhtuszgzj7sywq7k48hlvekd84wl37qwjgcnuag5cy4lzga,59013.16097
rdx1qspjt7vraqermrlmqk0gw5acdn3pxkks5dyhr4k29tukgd52h79sjjc5akxt5,58911.6753
rdx1qsptgaxtyde8vmln93s4a6gq7x6rpyny7dglppu4mksav7q9t4pkdjg0x0d5p,58905.7305
rdx1qsp4x42ptfheaqmjnmj7d5xufev6kdz070ujt22sj9dtd75c9nu7wvqh29hkg,58826.60407
rdx1qsp6kwzcgv3cfjjzzeggell56lsgszcku9f57xsth4tx6dazcs5n7fslstkrm,58797.24817
rdx1qsp35cwwkwys8afz03mmracvjcfs5swxjy53cqaw799cm2jxcmhgtvgnz20sm,58786.01479
rdx1qsp0hyrgttge8vzet36jxv3z5ta6satwaqernakz9zulsvfaqj3p7aczmjr64,58719.59826
rdx1qsprktxdpc572j3u7c6pgpxcgn64uhtu7yfmlmxqauvhhqsj8x9gpvclpknfa,58700.20131
rdx1qspc9r8cp9w6ynq482q6ldrpad2g67acdu26dngcnzqwsav36wvfv2c3yp056,58698.06655
rdx1qspaku5vr8cv3hw2e4xz6lpnl5tkx54yrmyxacxyculu9adru6aaaeq7axgl4,58690.64077
rdx1qspxh6eaeqqwvy36603nv9gxr3fweusu7n7r8fuwf0kejr3ach2lptcujtvd9,58668.38284
rdx1qspghqm82jgvkjy8tpq3zqggxdtwkp22spnhqy6u7ugjqfu62my42yc32xvqx,58624.11997
rdx1qsph67d8y6c2mwlvkvgu5g2qs42u4pl7j3x9mysvrkl7agvp85sy5xqjezhpq,58611.21768
rdx1qspvqcyq9w6pu9fdzlfklwcufmn6732svqny70nd66m4n50sudrlzqgqeavst,58597.54925
rdx1qsp6hj4fhqcvrudynqc6t2vyx4zujnmlwq2qux90nayhxa4xugstspssc3g0k,58588.11864
rdx1qsp7z0lsmw3yw2ugs5zk79q8pudgmq88gkahv5rd6hu5jhdmjz024mc7fuk2m,58536.00351
rdx1qsp6cqsfr2ge3mf8lxunnhwr2fkh3qnffxcgksslhh7y3j4mdzmcw4qzx0kn8,58500.38169
rdx1qsp27h9m8l6220n3yvundnh76g0mshqah72x0dwdmc8qd8zeseqn2sgc7yh8w,58404.29949
rdx1qspe7fj5yl39mk2uzjl0s5gqar0jdftjcse3ye7wft8thmng22vkgtcudggwu,58335
rdx1qsp7wd5tfme2vua23u2cd52lgzpntjqsjwp2p480jdr0nt3n0xfujmqclytnw,58212.0109
rdx1qspl5g7s62q53h9ye23drrv722s8lft97jwrgw6rj0c5dqvfpuu5cjqndjxx4,58209.05921
rdx1qspduva7t5q86tq9v3vuq4eu5xe3rcrt4rv5gez9wgzztv92x7ytfxgtxa45c,58132.04839
rdx1qspwechmc6a0ppv47e8c8pays0xgls8yjw2uky5ftz9rlr0pypf8hkg9veta0,58103.72411
rdx1qsppaku4954ry94wammhchgyue6t0z8pqphtfjf34x7vl93vzfne76g4g9ta7,57982.25748
rdx1qspaz0pwf8y9ar4k0vu8vhedft8u33dgs0g6n8tred96sfxzh3t90gcwgnacl,57936.01015
rdx1qspz7l8varyzaxzwzd2cacqs760xjx847c6emnczdt2mpp0aca9xs5q7sq5pz,57934.2743
rdx1qspnywgflvhzd0ztechacaxqjtkucsex28avvl6kndms8nt5reyu65crleht0,57921.30835
rdx1qsp2at5sy7q3puevrsr50q20ejq343q4ux30y2kayfsughmgygrz7hct5kh5f,57881.70996
rdx1qsp7qc7nhc00ewhx2cf4xqfmsmldg6as42q978m0z9h54d75caan4vcpkhj7n,57793.12824
rdx1qspe5jcy9x4ygxrqk5e058muw2a2jvxgv6xx5aqmtgn9rs53tg6v0pqll4aj9,57701.98668
rdx1qsp85mlpr4ex2h5s9cghwds5kc3ggdsg4ml9r9ktgkvqfv4e9ktk84s0lvwmw,57672.13397
rdx1qspwwn8wfm9n8nn442hh9lu7x2v0zhdlaskhzw8935a8ju3vhe6dedc4gtehk,57671.38643
rdx1qsp9mrlqrfflx4ztjw8mtfwr20yktjr7w0suyx8hn3f4szttmr7vswc859g2d,57653.91201
rdx1qsplkuk76jc482gqsx6utfshl3atf7ttum90xt5v4muazly7l65v9wqudmf7u,57458.31581
rdx1qspqaurevhr7r53v84r54p6wkex3q3n8cjwhj2dr058deys6svfkq5g8uf2d2,57448.77126
rdx1qsp77e3k0nvgvdh6glgtrwaazj3q55zzg0kk8zp3qakc2d7pe546x7serjsaf,57406.27133
rdx1qspj7y4a80xpfkj870hrgd2yct32zezydum0u9qgzpv5qmccw2t7tcs3cuzdy,57361.7794
rdx1qspuu3x50m9uv2xhyjvv6rkk4l4667dfhyvvcnyshxgrj0c288633mcgm7snx,57359.2595
rdx1qsp33rtkg6v0gdchnu6mukjcz54e407853nxqkhs7wktl2q2atwq5essep3xp,57347.31531
rdx1qsp5wt364c52u7la34twqay9uncyyaz272zqfkkruj7lmy4d8cg5z5cgecmyx,57332.96614
rdx1qspncg8uldfc8823ad5ezw7wqz2rwpamwtxrz4x786p04y6e3uv3aysufrx5p,57289.5491
rdx1qsp3g9hhtvm4y7tz5cnhamlgv293dp6cxrl3w8l7qp7f2fxtucnyjjchn6cyg,57179.55872
rdx1qsp00deaxs36v8ur2umz94eg8v2ur460l8t0yxdxh8k9xjy647qvuagrqge5y,57145.75176
rdx1qspua7drlt7qx2dds9uzgu6qsefgfy4acmd8rdj0h4qp9h0g6w0k6sgdmwn2e,57142.26802
rdx1qspfu54g5p07vld34mgkdt8g8jlxuffwn6mykzjlsr5warqmsgyew7cht4tn2,57138.11184
rdx1qsphxu5y48dn7hatvf9qlgewq8uejgq336yyz5l5hzvkfa6g6akra0g55ts2k,57129.43333
rdx1qspp40thygjhmty7shd77g5dujhwezavzxsmn9smnsrjj26ghmseqgsq42wke,57122.85566
rdx1qspd0pd5yd5drn42l9yxesjrp53zxdezserwmgksv2dldf5le7mdn2qlqlajj,57105.16299
rdx1qsphd8qhgz469k3axu74gwjpvjzez06quwedypz89xh657pr8a23p2g9walpj,57105.14565
rdx1qsptg95045ryej58n56au2t9tg4eu4ke57jn5c5sae0l7fufwzw5vzszfmj9p,57105.14565
rdx1qspe28s57dw3ej20pez3xsyncxnk8lekz8amem29sqwgwsd7jc5cr0cjc9slm,57105.14565
rdx1qsp0ana62ww66zvdhgtx8920jre8r7q5shc70np9cjrc88uyeyt47zcrjmpzn,57017.56224
rdx1qspuykxtucjlvgcln4w75z7dvdf02c7hau505kxnff2m2d4qhu9sp4qma0hsf,57007.92178
rdx1qspl292fsgsr0j4jrsda7xusvdhhp6gpgywygegaa6m99n2xushexls0e4v0s,56846.89934
rdx1qspdvgu4lr2lh2qpdqq68hq6hlxcyps34wqypsuhl5tvpyfgg4ysllgrjuaxt,56834.75177
rdx1qsp8t84js3n3wmk3qr4rndd0tdwupwcxjr5ncp5x0ck6ymz0g6esz4cfx00dl,56639.36012
rdx1qspymuujfcul8m7fn3ly26dz7nvdw5er36gl7sef3ynte4czc60nq7su8hpzx,56515.67584
rdx1qspu7s2ylauvjuj5l472j3d3rs3gxmx2ykk3rlk96ksakhvqnhhdzygl5zay2,56492.53854
rdx1qspfuw0wvrywngdtl7dr3twy3ctk85rmyvslqx2pr5fsxhvn73289xqq2hlu9,56448.23449
rdx1qsp6t09kr83v5nx2kaqwtyyvkrv0c5qxt47dcpyccclfwwrstq80nwsnzljk9,56425.31195
rdx1qsp5kg8y7np029kz87c28pm27l60c64al77fvu7ut85p454luq70uds64z3kc,56374.39347
rdx1qspru4pfcp5lztammjcq3cxen5qyk9jzg8h74evt50gn0g30h3c5v0q9tfnny,56329.30534
rdx1qspk905k49e9nuzfz8pmf907cxfrfrgjt9w8hzza8va36qyl8luwa7cpq0hxn,56213.99729
rdx1qsp2wtfa47q7lcw2yyznv6yed25rph5rkdkcxf8ukgvgmmhxapzc08cwy306r,56176.03365
rdx1qsp7cyuerz83qamdkq2kfzlvpqaufr5ywvd3yddmm6304srdvudg62s5scd08,56150.12949
rdx1qspwxj649jnefe65etpg5hqlw973hxg36k5m6un0085dpvd4d2qzs0cfah06n,56133.75788
rdx1qsp08qmq7sntq7mlhrgsh774uqmf8yp9ksyk8a8kf2a0p3k78eg3mncsmtwsp,56102.99934
rdx1qsp2ssscc7pac4hnlp3sqpft3q3nqzdxf3d2t59e3gt9uqe7xhyfvwq5nzek3,56087.18731
rdx1qsprdllczvup7nt584866ytqwwyp5nuzzkclf8lsqpt0ex0m2atnzugke58vv,56054.23125
rdx1qsppggypfe58z86ww86yc4h5refvdswnlvz73pnt7hw892ede8f357q3ddauq,56032.06185
rdx1qspe4u08wwac03zxcd970kaf93a3mjcr4j4y8y9wcqhrvs5drc8rv6g34evpw,56008.31155
rdx1qspf6p92ved2val9f3q9qs23caas4dnhxmv2kjwkg37ujfsf9yve6msyxs5kd,56005.23864
rdx1qsp4wmxl4mwgpmf59z0gmqd7rkd3l86a37n33f8y5qtk9efdjw66mzsqy7p2h,55977.61782
rdx1qspl2ru3qy2r2qhdfja8ymyv6v88gfjw5atgey9pfz7g0xkuamfdlcqnpepxx,55971.07792
rdx1qsph9k744752hwquregu0q6q3wa6um3yndd2da6lsrkpwsfa2j0uqrcdxnu3z,55868.23234
rdx1qspx9my5acpug233h7lxsxn2aq5vdr6v5hr7qyz0e4yuwj88qu93a3gf2p4yd,55865.37513
rdx1qspwtjjwxtj30ms9tlvyr6jyees88az0t3kp9xsjq0884uew9rdw2ucwc4aw4,55813.14441
rdx1qspeydfavz7qque4xmtthwx45aenfryhq2pwvz627h6pf0j9s0rtcfg7rr9yg,55785.53818
rdx1qspm63f30p9tq9u08a33lahyt8qgsncmcmt3cdsccnfw4cn5ws3k8yg4d5q69,55723.31552
rdx1qspkt484xqm4qrkghgeem0uvvt9tatpfx66sfzcu7mxc7yz5peeu87sav5fan,55710.09896
rdx1qspzdze7qkswrtahlnh75umep00v2pyzwmsk6qyc97ufj09uh7uwdss5tjwrh,55691.77233
rdx1qsputtj6ycrgg6xq35kr3396lmed35kyrcvmk3paf2dqkpnushpzpaglkjzme,55635.88264
rdx1qsprwfl04pnd4kff26ga7fsuujaszwtl3fsyje87h03qscj32mzfg2gfffz9p,55603.28777
rdx1qspptllegms9remjxzmxawyp3xd0n4e2rlgww6j8637hual2sa0v0wcgu87qr,55591.47518
rdx1qspxlegkjtz5xwsd2elg288puxjrtkygs2krtas2yf2mfuxn4ax6nuqy2yksx,55574.07354
rdx1qsp9q4h8q44vpwn4tv9zvygqztendks630uxxn70t3lzmq75kxpdxzsp9n0qy,55564.61457
rdx1qspc8and77pmhfld5xx6f8p2chxksgg7k8jehm2zzjc7x7rpvcl446sruzak8,55564.58583
rdx1qsplhs6ey0kjv84y4g32lrs9auae3j3wumv8qa7hh8h9gnw2evp22mqyfkepl,55559.85401
rdx1qspqxda4ptep0alga9qg00z6cm2ykp0tmwdhhp3c60zt8hflyalq2wqdqaua4,55529.44283
rdx1qsp2ruwfmyjtqz666ruyft7mkx6s06drf9nh9pumlxyqu2ddvxqgrxq8jmfkt,55527.83401
rdx1qspduqq4x2wan3ucfqehwpwtv6ctnpmqewxyn99mjutemhy2z4y50hs8y7lms,55422.46835
rdx1qspjm7yll8qxrz0l0509m7lzhr7qkvqxjkvgslwnhghk34xh67t928gwtqkzx,55417.38612
rdx1qspzz0lc6s8j5vjnlz50esqggfx47xcqdttnruzjwjywxgtagxj7pcc3end0h,55359.11567
rdx1qspqlj8krug9ze4dp55d6ml9jrfq9h3cn0uagx4ff6fzrj8m9vgj5pqaj0s0j,55332.33627
rdx1qsppf3qssdd8nnm9ak8nu5ajkar4akn8vhfe46l07vkmrk0cra4rztqa24vff,55330.88662
rdx1qspf2nvz9eu5q04ksutzmfe66460qd3k9dvfql7qnzw4ztmxpqrt9agcxxkk9,55324.47664
rdx1qspwhe58s5sa7n7jgzukh4alk0gp9lqwwmn7n8vs2zp9r4gzp0v924sezfamz,55311.66301
rdx1qspy2n7rz7h4p90dqml47u5qe6e7383lm26g7k8zemalq8lf9y9zr5sux675q,55302.68332
rdx1qspv7dxw438dwrfp9jgffyzkwycgmu682pxlhvderzt8hzew5d3047q4qr8w2,55291.28688
rdx1qspp2gevkjgngefkejrmhsq5kqur260xmr6ww5dp076gej76f5ydlvg86t4pc,55273.74651
rdx1qspauw56mzr40ydw6gace300vahm3dm8wy6cwg2qtg7c4yfpx39pd2g92wqr7,55238.99772
rdx1qspagmz76tpqzavcx0whk3t8ejaaf567hvxm0ldvz92vqktaumnpxaclnyfkj,55191.43275
rdx1qsp9tdqcqlw8882ju35sgnk040yzwskhvvjzudxg8ywd9mwr3nlr3eszzfzm9,55183.58929
rdx1qspmy3m3jt2tqvvg9cc9zekkpynaf4f739ae7826yv4vaxps6n77kmg5wnfru,55177.03774
rdx1qsp0zqvmk3xck8f33h8azrjs56njj30k6xuaxjczj9tzczsgalxkm2sv5usc6,55121.71442
rdx1qspxkkhg3tycdgelxmqdyxhg5gzh3axa9mmmqfmstk8mmd3zsazr2wsmx7p5p,55121.71442
rdx1qsppng6uk8vf4mh3j05q56d5l9vht0j6jpa7k44fh38fc2rxjsunkhcnf7d0l,55121.71442
rdx1qspfapumnptlfp38p7w0clt5yya2vxcwpcjwrrjghkwr9scrwwgv4kcp3m0w0,55121.71442
rdx1qspskkchspln6xklatm39r8enfn4s46yf4ajz2w7x7gcnrqxg8yxwdqyh904p,55121.71442
rdx1qsp3kwpaj4qdm4jsq7rd3tnzp65agmu7xeml3zka0jns6g52ehjgk4cml746d,55094.22944
rdx1qspt9wxyr363p8hszk2nhdgjd3cw4hhshc5q5ssa7red8gt8dxfsp8sgm3lge,55072.59301
rdx1qspdlheusmtdz4mjxpkrqp6pvgddxvnsunx7mlyt2mfy5gkdyng2nygdackk2,55003.42646
rdx1qspva58kawnpgwrj4auzq8fxdfjncypqj7jsavwfcfw25dmursqyyacjunvj9,54967.17886
rdx1qspjv30fenl2533czc9amxt6aepyhx0pukj76pzdv5q5au79f490gucxk9cu8,54835.73949
rdx1qspgxjvwg9mj8k4mfglshyjzszxgfzsmxdgermmnq68cf6vs6xmsdgghgyjs8,54815.59433
rdx1qspaph7r4lppxxjsr3ayquhe7ajjn57rsruv44kg99f4ytk044tf4kqalrt5n,54782.64926
rdx1qsp786wkjxckr6vt4yrsyt7lh7974x6k6yeqynspz0uj2awk6a8yppgzxysty,54780.54517
rdx1qsp92m2s8n9dzwjs6eyr3lf58wp4n0g95k969elt8jl958z5vnjsdgskj493u,54669.347
rdx1qsp53mq8a3agd5nyf0t7yk9pj5mxz98h7g44kf8ww4ajskdy6t30t6sz38ek4,54664.64446
rdx1qsp65stusgd94ez7dph7537ry6nspycsccq05z8frn8kr0wvq3yjgpgfkgyvl,54625.12032
rdx1qspfh2yqg6r3r23tky0cnsr96vgfwwqmg7ufggd7uvs6rz8tecwuqscw0esjq,54608.14665
rdx1qspl9y6flwgv835hasjd6zmesqmnk527yyq7mtvxlu6kgj6cjzpk38gqkvs7u,54607.57148
rdx1qspu2zk943umw2l0r7hys5kgr53qvvjn0pat5uja7f02055qjhk5cvgmsc26q,54508.75971
rdx1qsp7ptkmgshnjz9egdk5j2ans3prj60c38mvdkfyu0mudr7llf7ffkccwtcd2,54466.83822
rdx1qsplvylths4sg3rxgv74ncgj4urwqjp4vzh8algkepx3u9apgarwlnqhg2689,54403.05745
rdx1qsp355q268dys8w3gjqnkfemcztk9ar27wpwv9mrjpdnjy8syaenzmcvnruas,54297.88942
rdx1qspvn9mhfrwu0agg2rqk6esdqcvgnahlpf75uqkud8vv88rk5qh5p8cy6mmm6,54290.93568
